ip,first_seen,last_seen,count,severity,signature,protocol,country
185.93.89.97,2025-07-22T11:57:50.160000+00:00,2025-07-22T11:57:50.160000+00:00,1,high,"ET WEB_SERVER WEB-PHP phpinfo access",TCP,GB
