ip,first_seen,last_seen,count,severity,signature,protocol,country
123.10.68.52,2025-07-26T00:57:18+00:00,2025-07-26T00:57:18+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
123.58.212.133,2025-07-28T14:00:01+00:00,2025-07-28T14:00:01+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,HK
123.58.213.126,2025-07-29T20:14:29+00:00,2025-07-29T20:30:36+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,HK
123.249.14.247,2025-07-13T22:37:54.576000+00:00,2025-07-13T22:37:54.576000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
123.253.22.57,2025-07-21T23:41:07.224000+00:00,2025-07-21T23:41:07.224000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,MM
125.74.128.224,2025-07-24T03:50:15+00:00,2025-07-24T03:50:15+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
134.199.154.222,2025-07-24T20:37:42+00:00,2025-07-24T20:53:02+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,AU
136.244.116.222,2025-07-22T16:19:34.798000+00:00,2025-07-22T16:56:14.163000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,FR
137.220.32.43,2025-07-29T02:41:18+00:00,2025-07-29T02:41:18+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,US
138.68.101.99,2025-07-28T03:22:06+00:00,2025-07-28T03:22:06+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,DE
138.68.176.124,2025-07-15T03:25:38.114000+00:00,2025-07-15T03:25:38.114000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,GB
139.59.226.171,2025-07-25T05:49:16+00:00,2025-07-25T05:49:16+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,SG
139.59.234.136,2025-07-27T10:30:49+00:00,2025-07-27T10:30:49+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,SG
139.84.131.25,2025-07-19T22:10:22.215000+00:00,2025-07-19T22:22:02.383000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,IN
139.84.172.156,2025-07-16T12:54:37.033000+00:00,2025-07-16T12:54:37.033000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,IN
139.84.241.245,2025-07-26T08:01:41+00:00,2025-07-26T08:01:41+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,ZA
140.82.51.233,2025-07-21T10:30:11.055000+00:00,2025-07-21T10:30:11.055000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,US
141.76.94.18,2025-07-30T23:54:44+00:00,2025-07-30T23:54:44+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,DE
142.93.188.35,2025-07-13T10:55:31.773000+00:00,2025-07-13T11:28:13.198000+00:00,4,medium,"ET SCAN Potential SSH Scan",TCP,US
150.241.246.148,2025-07-21T04:54:45.253000+00:00,2025-07-21T05:05:53.666000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,IN
150.242.83.182,2025-07-29T14:21:05+00:00,2025-07-29T14:21:05+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
151.234.162.81,2025-07-14T09:50:12.126000+00:00,2025-07-14T09:50:12.126000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,IR
152.32.139.179,2025-07-13T04:46:33.048000+00:00,2025-07-13T04:57:08.029000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,
152.42.181.18,2025-07-17T07:39:10.526000+00:00,2025-07-17T09:56:59.500000+00:00,10,medium,"ET SCAN Potential SSH Scan",TCP,SG
154.94.19.89,2025-07-13T02:30:02.285000+00:00,2025-07-13T02:30:02.285000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,
155.138.155.23,2025-07-23T05:00:52+00:00,2025-07-23T05:00:52+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CA
157.180.38.92,2025-07-24T19:32:17+00:00,2025-07-29T07:38:15+00:00,5,medium,"ET SCAN Potential SSH Scan",TCP,FI
157.245.15.186,2025-07-18T05:26:14.101000+00:00,2025-07-18T05:37:01.048000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,US
159.65.145.112,2025-07-14T02:29:16.307000+00:00,2025-07-14T02:29:16.307000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,IN
159.65.152.198,2025-07-30T02:17:07+00:00,2025-07-30T02:17:07+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,IN
159.89.20.223,2025-07-28T11:58:10+00:00,2025-07-30T02:57:28+00:00,4,medium,"ET SCAN Potential SSH Scan",TCP,DE
159.223.162.113,2025-07-18T19:20:47.049000+00:00,2025-07-18T19:20:47.049000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,US
162.19.250.107,2025-07-13T23:51:03.063000+00:00,2025-07-14T00:06:19.051000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,DE
167.179.101.74,2025-07-24T16:01:57+00:00,2025-07-24T16:01:57+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,JP
169.211.232.182,2025-07-24T11:11:07+00:00,2025-07-24T11:11:07+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,KR
170.64.159.190,2025-07-30T21:00:23+00:00,2025-07-30T21:00:23+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.166.29,2025-07-23T09:46:05+00:00,2025-07-23T10:13:02+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.179.103,2025-07-22T02:34:16.363000+00:00,2025-07-22T03:01:11.033000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.180.18,2025-07-29T16:54:16+00:00,2025-07-29T16:54:16+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.184.106,2025-07-30T19:16:31+00:00,2025-07-30T19:16:31+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.212.151,2025-07-21T08:04:52.077000+00:00,2025-07-21T08:15:41.089000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.237.177,2025-07-20T20:08:06.584000+00:00,2025-07-20T20:19:04.062000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,AU
170.64.238.250,2025-07-21T21:44:07.721000+00:00,2025-07-21T22:17:08.135000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,AU
172.174.5.146,2025-07-25T06:32:18+00:00,2025-07-25T06:54:11+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,US
172.190.29.150,2025-07-15T00:49:55.147000+00:00,2025-07-15T01:02:14.799000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,US
172.190.89.127,2025-07-19T06:02:01.103000+00:00,2025-07-19T06:16:38.582000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,US
172.206.82.26,2025-07-13T21:01:53.123000+00:00,2025-07-13T21:01:53.123000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,US
172.208.24.217,2025-07-28T01:18:14+00:00,2025-07-28T01:18:14+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,US
176.31.163.219,2025-07-29T01:39:52+00:00,2025-07-29T06:24:43+00:00,19,medium,"ET SCAN Potential SSH Scan",TCP,FR
176.65.148.61,2025-07-15T16:00:12.078000+00:00,2025-07-23T00:15:23+00:00,7,medium,"ET SCAN Potential SSH Scan",TCP,DE
176.65.149.226,2025-07-12T00:41:51.107000+00:00,2025-07-13T05:12:39.299000+00:00,4,medium,"ET SCAN Potential SSH Scan",TCP,DE
176.235.182.125,2025-07-27T05:13:31+00:00,2025-07-27T05:13:31+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,TR
177.92.53.97,2025-07-16T18:22:00.080000+00:00,2025-07-16T18:22:00.080000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,BR
177.126.130.163,2025-07-23T07:27:02+00:00,2025-07-23T08:02:08+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,BR
177.126.132.44,2025-07-22T04:41:10.407000+00:00,2025-07-22T05:03:55.109000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,BR
178.172.161.142,2025-07-31T01:59:25+00:00,2025-07-31T02:33:36+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,BY
179.43.189.98,2025-07-16T03:06:15.103000+00:00,2025-07-17T00:51:19.952000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,CH
180.76.195.141,2025-07-30T06:47:15+00:00,2025-07-30T06:47:15+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
180.97.218.105,2025-07-14T13:14:27.071000+00:00,2025-07-14T13:14:27.071000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
182.40.102.229,2025-07-28T20:16:27+00:00,2025-07-28T20:16:27+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
182.42.134.122,2025-07-27T10:03:30+00:00,2025-07-27T10:03:30+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
183.60.182.12,2025-07-12T08:33:41.349000+00:00,2025-07-12T08:33:41.349000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,
185.83.182.97,2025-07-12T09:50:14.369000+00:00,2025-07-12T09:50:14.369000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,
185.93.89.118,2025-07-12T08:50:34.061000+00:00,2025-07-22T17:35:56.690000+00:00,7,medium,"ET SCAN Potential SSH Scan",TCP,GB
185.149.146.85,2025-07-23T22:14:08+00:00,2025-07-23T22:14:08+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,DE
185.213.164.101,2025-07-18T10:37:15.089000+00:00,2025-07-18T10:37:15.089000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,IR
186.122.177.159,2025-07-21T16:28:42.045000+00:00,2025-07-21T18:27:30.092000+00:00,6,medium,"ET SCAN Potential SSH Scan",TCP,AR
191.185.168.38,2025-07-23T22:26:02+00:00,2025-07-23T22:26:02+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,BR
191.191.36.7,2025-07-25T07:28:23+00:00,2025-07-25T08:04:51+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,BR
192.241.141.144,2025-07-27T19:58:54+00:00,2025-07-27T20:09:38+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,US
193.32.162.157,2025-07-13T05:23:39.915000+00:00,2025-07-30T15:35:13+00:00,8,medium,"ET SCAN Potential SSH Scan",TCP,GB
194.190.152.164,2025-07-18T11:36:00.180000+00:00,2025-07-18T11:59:51.938000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,RU
195.178.110.108,2025-07-12T19:08:40.059000+00:00,2025-07-29T08:09:59+00:00,25,medium,"ET SCAN Potential SSH Scan",TCP,AD
195.178.110.125,2025-07-12T17:29:10.803000+00:00,2025-07-29T09:23:05+00:00,17,medium,"ET SCAN Potential SSH Scan",TCP,AD
195.178.110.160,2025-07-12T21:12:05.061000+00:00,2025-07-31T03:02:00+00:00,44,medium,"ET SCAN Potential SSH Scan",TCP,AD
196.251.83.215,2025-07-13T22:04:30.097000+00:00,2025-07-13T22:04:30.097000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,SC
196.251.85.34,2025-07-18T10:08:12.410000+00:00,2025-07-18T10:08:12.410000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,NL
196.251.88.103,2025-07-12T22:05:41.024000+00:00,2025-07-12T22:16:05.651000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,
200.7.206.174,2025-07-23T08:57:48+00:00,2025-07-23T09:08:47+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,EC
202.61.247.48,2025-07-14T20:59:19.586000+00:00,2025-07-14T20:59:19.586000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,DE
202.74.75.192,2025-07-25T16:58:07+00:00,2025-07-25T16:58:07+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,ID
202.184.59.236,2025-07-28T04:15:20+00:00,2025-07-28T04:15:20+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,MY
203.56.198.45,2025-07-22T22:52:48.012000+00:00,2025-07-22T22:52:48.012000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
206.189.123.244,2025-07-20T12:11:30.172000+00:00,2025-07-20T12:11:30.172000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,GB
207.148.21.149,2025-07-18T04:28:36.887000+00:00,2025-07-28T13:25:40+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,US
207.148.80.211,2025-07-16T23:17:48.201000+00:00,2025-07-25T15:24:30+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,AU
209.38.20.177,2025-07-21T17:19:21.067000+00:00,2025-07-21T17:19:21.067000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,AU
209.38.46.212,2025-07-24T22:17:08+00:00,2025-07-24T23:48:11+00:00,9,medium,"ET SCAN Potential SSH Scan",TCP,NL
209.38.85.248,2025-07-19T01:48:31.410000+00:00,2025-07-19T02:10:04.850000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,AU
209.38.93.52,2025-07-24T02:35:28+00:00,2025-07-24T03:08:08+00:00,4,medium,"ET SCAN Potential SSH Scan",TCP,AU
209.97.182.13,2025-07-26T17:45:25+00:00,2025-07-26T17:45:25+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,GB
209.150.154.209,2025-07-23T02:10:17+00:00,2025-07-23T02:10:17+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,PK
210.91.73.167,2025-07-16T12:42:19.991000+00:00,2025-07-19T10:35:39.042000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,KR
210.105.101.236,2025-07-20T03:02:31.108000+00:00,2025-07-20T03:02:31.108000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,KR
211.20.14.156,2025-07-27T04:29:34+00:00,2025-07-27T04:29:34+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,TW
211.154.27.54,2025-07-17T11:14:07.119000+00:00,2025-07-17T13:15:35.741000+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,CN
213.165.71.183,2025-07-18T19:08:39.999000+00:00,2025-07-18T19:08:39.999000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,ES
213.165.85.145,2025-07-14T05:24:08.822000+00:00,2025-07-26T22:25:12+00:00,5,medium,"ET SCAN Potential SSH Scan",TCP,ES
213.171.7.45,2025-07-26T00:08:57+00:00,2025-07-26T00:33:51+00:00,3,medium,"ET SCAN Potential SSH Scan",TCP,RU
216.238.84.28,2025-07-19T12:09:31.056000+00:00,2025-07-19T12:32:22.167000+00:00,2,medium,"ET SCAN Potential SSH Scan",TCP,MX
216.238.122.98,2025-07-25T03:21:31+00:00,2025-07-25T03:21:31+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,BR
218.78.24.117,2025-07-21T13:40:18.871000+00:00,2025-07-21T13:40:18.871000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
219.144.248.41,2025-07-15T19:41:33.647000+00:00,2025-07-15T19:41:33.647000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
219.144.248.149,2025-07-16T21:15:07.038000+00:00,2025-07-16T21:15:07.038000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
219.152.229.79,2025-07-31T01:16:39+00:00,2025-07-31T01:16:39+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
220.93.167.144,2025-07-21T22:52:38.117000+00:00,2025-07-21T22:52:38.117000+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,KR
220.246.216.200,2025-07-28T10:00:56+00:00,2025-07-28T10:00:56+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,HK
221.229.218.50,2025-07-27T03:06:09+00:00,2025-07-27T03:06:09+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
222.208.171.173,2025-07-29T20:00:59+00:00,2025-07-29T20:00:59+00:00,1,medium,"ET SCAN Potential SSH Scan",TCP,CN
